MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:98364	Sox2	SRY (sex determining region Y)-box 2	3		neuron fate commitment	has the participant fungiform papillae,results in a cell's commitment to neuronal receptor cell		IMP	MGI:3589809 	J:112945 	
MGI:98367	Sox5	SRY (sex determining region Y)-box 5	6		asymmetric neuroblast division			ISO	P35711 	J:164563 	
MGI:98367	Sox5	SRY (sex determining region Y)-box 5	6		cell fate commitment			IBA	PTN000030844 	J:265628 	
MGI:98367	Sox5	SRY (sex determining region Y)-box 5	6		cell fate commitment	happens in thoracic vertebral cartilage condensation,has the participant chondroblast		IGI	MGI:98368 	J:95359 	
MGI:98368	Sox6	SRY (sex determining region Y)-box 6	7		cell fate commitment			IBA	PTN000030844 	J:265628 	
MGI:98368	Sox6	SRY (sex determining region Y)-box 6	7		cell fate commitment	happens in thoracic vertebral cartilage condensation,has the participant chondroblast		IGI	MGI:98367 	J:95359 	
MGI:98368	Sox6	SRY (sex determining region Y)-box 6	7		oligodendrocyte cell fate specification			IMP	MGI:2447148 	J:116148 	
MGI:98370	Sox8	SRY (sex determining region Y)-box 8	17		astrocyte fate commitment	happens in retina,results in a cell's commitment to Mueller cell		IGI	MGI:98371 	J:154500 	
MGI:98370	Sox8	SRY (sex determining region Y)-box 8	17		cell fate commitment	happens in spinal cord mantle layer,has the participant oligodendrocyte		IGI	MGI:98371 	J:98585 	
MGI:98371	Sox9	SRY (sex determining region Y)-box 9	11		astrocyte fate commitment	happens in retina,results in a cell's commitment to Mueller cell		IGI	MGI:98370 	J:154500 	
MGI:98371	Sox9	SRY (sex determining region Y)-box 9	11		cell fate commitment	happens in spinal cord mantle layer,has the participant oligodendrocyte		IGI	MGI:98370 	J:98585 	
MGI:98371	Sox9	SRY (sex determining region Y)-box 9	11		cell fate specification	results in a cell being specified to become neuron|results in a cell being specified to become glial cell		IMP	MGI:2429649 	J:84301 	
MGI:98360	Sox12	SRY (sex determining region Y)-box 12	2		cell fate commitment			IEA	IPR031267 	J:72247 	
MGI:98361	Sox13	SRY (sex determining region Y)-box 13	1		cell fate commitment			IBA	PTN000030844 	J:265628 	
MGI:107543	Sox17	SRY (sex determining region Y)-box 17	1		cardiac cell fate determination			ISO	Q9H6I2 	J:164563 	
MGI:107543	Sox17	SRY (sex determining region Y)-box 17	1		endodermal cell fate determination			IDA		J:159322 	
MGI:107543	Sox17	SRY (sex determining region Y)-box 17	1		endodermal cell fate specification	is a part of cardiogenic plate morphogenesis|is a part of embryonic heart tube morphogenesis|is a part of embryonic foregut morphogenesis|is a part of endodermal digestive tract morphogenesis		IMP		J:170493 	
MGI:107543	Sox17	SRY (sex determining region Y)-box 17	1		regulation of cardiac cell fate specification			IMP		J:120067 	
MGI:107543	Sox17	SRY (sex determining region Y)-box 17	1		stem cell fate specification			IDA		J:160232 	
MGI:103559	Sox18	SRY (sex determining region Y)-box 18	2		stem cell fate specification			IDA		J:160232 	
MGI:1353422	Spdef	SAM pointed domain containing ets transcription factor	17		negative regulation of cell fate commitment	regulates a function/process that happens in respiratory system epithelium,regulates a cell's commitment to club cell		IMP	MGI:4398888 	J:154639 	
MGI:1353422	Spdef	SAM pointed domain containing ets transcription factor	17		positive regulation of cell fate commitment	regulates a function/process that happens in respiratory system epithelium,regulates a function/process that happens in goblet cell		IMP	MGI:4398888 	J:154639 	
MGI:98384	Spn	sialophorin	7		T-helper 1 cell lineage commitment			ISO	P16150 	J:164563 	
MGI:1345138	Spry2	sprouty RTK signaling antagonist 2	14		cell fate commitment	happens in organ of Corti,has the participant Deiter's cell		IGI	MGI:99604 	J:98303 	
MGI:1345138	Spry2	sprouty RTK signaling antagonist 2	14		cell fate commitment	happens in organ of Corti,has the participant Deiter's cell		IMP	MGI:3578633 	J:98303 	
MGI:103038	Stat3	signal transducer and activator of transcription 3	11		T-helper 17 cell lineage commitment			IMP		J:239159 	
MGI:103034	Stat6	signal transducer and activator of transcription 6	10		T-helper 1 cell lineage commitment			IGI	MGI:96556 	J:165738 	
MGI:1345643	Sufu	SUFU negative regulator of hedgehog signaling	19		smoothened signaling pathway involved in spinal cord motor neuron cell fate specification	happens in neural tube,happens in motor neuron		IMP	MGI:4840420 	J:151923 	
MGI:1345643	Sufu	SUFU negative regulator of hedgehog signaling	19		smoothened signaling pathway involved in ventral spinal cord interneuron specification	happens in neural tube,happens in interneuron		IMP	MGI:4840420 	J:151923 	
MGI:98472	T	brachyury, T-box transcription factor T	17		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:98480	Tal1	T cell acute lymphocytic leukemia 1	4		astrocyte fate commitment	happens in spinal cord,results in a cell's commitment to astrocyte		IMP	MGI:2176173 MGI:2661471 	J:128879 	
MGI:98480	Tal1	T cell acute lymphocytic leukemia 1	4		cell fate commitment			IMP		J:81796 	
MGI:107404	Tbr1	T-box brain transcription factor 1	2		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:107404	Tbr1	T-box brain transcription factor 1	2		commitment of neuronal cell to specific neuron type in forebrain			IBA	PTN002601237 	J:265628 	
MGI:107404	Tbr1	T-box brain transcription factor 1	2		commitment of neuronal cell to specific neuron type in forebrain	results in a cell's commitment to neuron of cerebral cortex		IGI	MGI:2679336 	J:192361 	
MGI:98493	Tbx1	T-box 1	16		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:98493	Tbx1	T-box 1	16		cell fate specification	has the participant spinal cord,results in a cell being specified to become glutamatergic neuron		IGI	MGI:1351209 	J:90585 	
MGI:98493	Tbx1	T-box 1	16		cell fate specification	has the participant otocyst,results in a cell being specified to become sensory neuron		IMP	MGI:2179191 	J:89188 	
MGI:98493	Tbx1	T-box 1	16		muscle cell fate commitment	happens in 1st branchial arch mandibular component mesenchyme derived from head mesoderm|happens in 1st branchial arch maxillary component mesenchyme derived from head mesoderm|happens in 2nd branchial arch mesenchyme derived from head mesoderm|happens in 3rd branchial arch mesenchyme derived from head mesoderm		IMP	MGI:2179190 	J:139636 	
MGI:98494	Tbx2	T-box 2	11		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:98494	Tbx2	T-box 2	11		muscle cell fate determination	happens in atrioventricular canal		IMP	MGI:3505715 	J:93610 	
MGI:98495	Tbx3	T-box 3	5		cardiac muscle cell fate commitment	happens in heart,results in a cell's commitment to cardiac muscle cell		IMP	MGI:3710254 	J:149014 	
MGI:98495	Tbx3	T-box 3	5		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:102556	Tbx4	T-box 4	11		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:102541	Tbx5	T-box 5	5		atrioventricular node cell fate commitment			IMP		J:92050 	
MGI:102541	Tbx5	T-box 5	5		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:102539	Tbx6	T-box 6	7		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:102539	Tbx6	T-box 6	7		cell fate specification	has the participant trunk paraxial mesenchyme,results in a cell being specified to become mesodermal cell|has the participant tail paraxial mesenchyme,results in a cell being specified to become mesodermal cell		IMP	MGI:2447721 	J:80954 	
MGI:1261436	Tbx10	T-box 10	19		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:1277234	Tbx15	T-box 15	3		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:1923615	Tbx18	T-box18	9		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:1923615	Tbx18	T-box18	9		sinoatrial node cell fate commitment			ISO	O95935 	J:164563 	
MGI:1891158	Tbx19	T-box 19	1		cell fate commitment			IMP	MGI:2655153 	J:82562 	
MGI:1891158	Tbx19	T-box 19	1		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:1888496	Tbx20	T-box 20	9		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:1888984	Tbx21	T-box 21	11		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:1888984	Tbx21	T-box 21	11		negative regulation of T-helper 17 cell lineage commitment			IMP		J:167439 	
MGI:2389465	Tbx22	T-box 22	X		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:98510	Tcf3	transcription factor 3	10		B cell lineage commitment			ISO	P15923 	J:164563 	
MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	19		myoblast fate commitment			IMP		J:125420 	
MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	19		myoblast fate commitment			ISO	Q9NQB0 	J:164563 	
MGI:98553	Tcra	T cell receptor alpha chain	14		T cell lineage commitment	happens in thymus,happens in T cell		IMP	MGI:1857255 	J:66168 	
MGI:109241	Tead3	TEA domain family member 3	17		asymmetric neuroblast division			ISO	Q99594 	J:164563 	
MGI:106907	Tead4	TEA domain family member 4	6		cell fate commitment			IDA		J:184811 	
MGI:106907	Tead4	TEA domain family member 4	6		cell fate specification			IMP	MGI:106907 	J:130047 	
MGI:106907	Tead4	TEA domain family member 4	6		trophectodermal cell fate commitment			IMP	MGI:106907 	J:130047 	
MGI:2447063	Tenm4	teneurin transmembrane protein 4	7		cardiac cell fate specification			IMP	MGI:3655239 	J:185712 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		forebrain neuron fate commitment			IMP	MGI:2176695 	J:154645 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment			TAS		J:136164 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		T-helper 17 cell lineage commitment			TAS		J:136164 	
MGI:102784	Tgfb1i1	transforming growth factor beta 1 induced transcript 1	7		cell fate commitment	has the participant epithelial cell		IGI	MGI:97747 	J:95883 	
MGI:98726	Tgfb2	transforming growth factor, beta 2	1		neuron fate commitment	has the participant cochlear ganglion,results in a cell's commitment to neuron|has the participant inner ear,results in a cell's commitment to neuron		IDA		J:100384 	
MGI:98728	Tgfbr1	transforming growth factor, beta receptor I	4		neuron fate commitment	has the participant cochlear ganglion,results in a cell's commitment to neuron|has the participant inner ear,results in a cell's commitment to neuron		IMP		J:100384 	
MGI:98769	Tlx1	T cell leukemia, homeobox 1	19		cell fate commitment	happens in spleen primordium		IMP	MGI:3581680 	J:107696 	
MGI:1351209	Tlx3	T cell leukemia, homeobox 3	11		cell fate specification	has the participant spinal cord,results in a cell being specified to become GABAergic neuron		IGI	MGI:98769 	J:90585 	
MGI:1351209	Tlx3	T cell leukemia, homeobox 3	11		cell fate specification	has the participant spinal cord,results in a cell being specified to become glutamatergic neuron		IMP	MGI:2180105 	J:90585 	
MGI:1351209	Tlx3	T cell leukemia, homeobox 3	11		neuron fate specification	happens in spinal cord roof plate,results in a cell being specified to become glutamatergic neuron|happens in spinal cord lateral wall,results in a cell being specified to become glutamatergic neuron		IGI	MGI:104867 	J:102513 	
MGI:1915884	Tm2d3	TM2 domain containing 3	7		lateral inhibition			ISO	Q9BRN9 	J:164563 	
MGI:2673064	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18	1		negative regulation of T-helper 17 cell lineage commitment	happens in mesenteric lymph node,happens at the same time as inflammatory response		IMP		J:206613 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		CD4-positive, alpha-beta T cell lineage commitment			IMP		J:131287 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment			IMP		J:131287 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		CD8-positive, alpha-beta T cell lineage commitment			IMP		J:74993 J:91035 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		NK T cell lineage commitment			IMP		J:131287 	
MGI:98834	Trp53	transformation related protein 53	11		B cell lineage commitment	happens in thymus,results in a cell's commitment to B cell|happens in bone marrow,results in a cell's commitment to B cell|happens in spleen,results in a cell's commitment to B cell		IMP	MGI:1857590 	J:31364 	
MGI:98834	Trp53	transformation related protein 53	11		T cell lineage commitment	happens in thymus,happens in T cell|happens in bone marrow,happens in T cell|happens in spleen,happens in T cell		IMP	MGI:1857590 	J:31364 	
MGI:1917202	Tunar	Tcl1 upstream neural differentiation associated RNA	12		neuron fate commitment			IMP		J:212291 	
MGI:88401	Vsx2	visual system homeobox 2	12		cell fate commitment	happens in neural retinal epithelium,has the participant neuron		IMP	MGI:1856112 	J:94374 	
MGI:98953	Wnt1	wingless-type MMTV integration site family, member 1	15		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:98953	Wnt1	wingless-type MMTV integration site family, member 1	15		neuron fate commitment	has the participant midbrain,results in a cell's commitment to dopaminergic neuron		IMP	MGI:2153126 	J:104370 	
MGI:98953	Wnt1	wingless-type MMTV integration site family, member 1	15		neuron fate determination	results in a cell's determination to become dopaminergic neuron		IMP	MGI:3046939 	J:104370 	
MGI:98954	Wnt2	wingless-type MMTV integration site family, member 2	6		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:1261834	Wnt2b	wingless-type MMTV integration site family, member 2B	3		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:98955	Wnt3	wingless-type MMTV integration site family, member 3	11		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment			ISO	P56704 	J:164563 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		cardiac muscle cell fate commitment			IGI	MGI:2143322 	J:177756 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		negative regulation of heart induction by canonical Wnt signaling pathway			ISO	P56704 	J:164563 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		paraxial mesodermal cell fate commitment			IMP	MGI:1857489 	J:39344 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		positive regulation of mesodermal cell fate specification			ISO	P56704 	J:164563 	
MGI:98957	Wnt4	wingless-type MMTV integration site family, member 4	4		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:98957	Wnt4	wingless-type MMTV integration site family, member 4	4		cell fate commitment	happens in adenohypophysis,has the participant somatotropin secreting cell|happens in adenohypophysis,has the participant thyrotroph		IMP	MGI:1857453 	J:132979 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway			IGI	P48615 	J:184511 	
MGI:98959	Wnt5b	wingless-type MMTV integration site family, member 5B	6		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:98960	Wnt6	wingless-type MMTV integration site family, member 6	1		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:98961	Wnt7a	wingless-type MMTV integration site family, member 7A	6		asymmetric protein localization involved in cell fate determination			IDA		J:149821 	
MGI:98961	Wnt7a	wingless-type MMTV integration site family, member 7A	6		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:98962	Wnt7b	wingless-type MMTV integration site family, member 7B	15		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:107924	Wnt8a	wingless-type MMTV integration site family, member 8A	18		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:109485	Wnt8b	wingless-type MMTV integration site family, member 8B	19		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:2446084	Wnt9a	wingless-type MMTV integration site family, member 9A	11		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:1197020	Wnt9b	wingless-type MMTV integration site family, member 9B	11		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:108071	Wnt10a	wingless-type MMTV integration site family, member 10A	1		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:108061	Wnt10b	wingless-type MMTV integration site family, member 10B	15		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:101948	Wnt11	wingless-type MMTV integration site family, member 11	7		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:101948	Wnt11	wingless-type MMTV integration site family, member 11	7		positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway			IGI	P22725 	J:184511 	
MGI:2136018	Wnt16	wingless-type MMTV integration site family, member 16	6		cell fate commitment			IBA	PTN000246517 	J:265628 	
MGI:98968	Wt1	Wilms tumor 1 homolog	2		cardiac muscle cell fate commitment			IMP		J:175370 	
MGI:99204	Zfp57	zinc finger protein 57	17		maintenance of imprinting at mating-type locus			IGI	Q8R2V3 	J:272242 	
MGI:1919404	Zfp157	zinc finger protein 157	5		regulation of cell fate commitment	regulates a cell's commitment to mammary alveolar cell		IMP	MGI:4124834 	J:184505 	
MGI:2143340	Zfp445	zinc finger protein 445	9		maintenance of imprinting at mating-type locus			IGI	Q8C6P8 	J:272242 	
MGI:95459	Zfp521	zinc finger protein 521	18		neuron fate commitment	results in a cell's commitment to mechanoreceptor cell		IMP		J:221586 	

